County1,CountyPop,Confirmed,Cases per 100K,Deaths
"""countyFips"":""177""","""countyPopulation"":30622","""confirmed"":805","2628.8289465090456","""deaths"":12"
"""countyFips"":""179""","""countyPopulation"":46233","""confirmed"":533","1152.8561849760993","""deaths"":4"
"""countyFips"":""181""","""countyPopulation"":7269","""confirmed"":49","674.0954739303893","""deaths"":1"
"""countyFips"":""183""","""countyPopulation"":23994","""confirmed"":479","1996.3324164374428","""deaths"":9"
"""countyFips"":""185""","""countyPopulation"":66799","""confirmed"":1195","1788.948936361323","""deaths"":26"
"""countyFips"":""187""","""countyPopulation"":10901","""confirmed"":102","935.6939730299973","""deaths"":2"
"""countyFips"":""189""","""countyPopulation"":4415","""confirmed"":48","1087.202718006795","""deaths"":1"
"""countyFips"":""191""","""countyPopulation"":14590","""confirmed"":100","685.4009595613434","""deaths"":0"
"""countyFips"":""193""","""countyPopulation"":25758","""confirmed"":349","1354.9188601599503","""deaths"":9"
"""countyFips"":""195""","""countyPopulation"":57876","""confirmed"":495","855.276798673025","""deaths"":3"
"""countyFips"":""197""","""countyPopulation"":12359","""confirmed"":109","881.9483777004612","""deaths"":0"
"""countyFips"":""199""","""countyPopulation"":64979","""confirmed"":827","1272.7188784068699","""deaths"":11"
"""countyFips"":""201""","""countyPopulation"":2108","""confirmed"":12","569.2599620493359","""deaths"":0"
"""countyFips"":""203""","""countyPopulation"":16695","""confirmed"":192","1150.0449236298293","""deaths"":1"
"""countyFips"":""205""","""countyPopulation"":24460","""confirmed"":266","1087.4897792313982","""deaths"":1"
"""countyFips"":""207""","""countyPopulation"":17923","""confirmed"":270","1506.444233666239","""deaths"":6"
"""countyFips"":""209""","""countyPopulation"":57004","""confirmed"":832","1459.5466984773","""deaths"":14"
"""countyFips"":""211""","""countyPopulation"":49024","""confirmed"":1113","2270.3165796344647","""deaths"":25"
"""countyFips"":""213""","""countyPopulation"":18572","""confirmed"":291","1566.8748653887574","""deaths"":8"
"""countyFips"":""215""","""countyPopulation"":19351","""confirmed"":225","1162.7306082373004","""deaths"":0"
"""countyFips"":""217""","""countyPopulation"":25769","""confirmed"":325","1261.2053242267843","""deaths"":7"
"""countyFips"":""219""","""countyPopulation"":12294","""confirmed"":199","1618.6757768016919","""deaths"":8"
"""countyFips"":""221""","""countyPopulation"":14651","""confirmed"":187","1276.3633881646304","""deaths"":0"
"""countyFips"":""223""","""countyPopulation"":8471","""confirmed"":72","849.9586825640421","""deaths"":0"
"""countyFips"":""225""","""countyPopulation"":14381","""confirmed"":379","2635.421737014116","""deaths"":3"
"""countyFips"":""227""","""countyPopulation"":132896","""confirmed"":4490","3378.5817481338795","""deaths"":55"
"""countyFips"":""229""","""countyPopulation"":12095","""confirmed"":148","1223.6461347664324","""deaths"":1"
"""countyFips"":""231""","""countyPopulation"":20333","""confirmed"":181","890.1785275168445","""deaths"":0"
"""countyFips"":""233""","""countyPopulation"":12942","""confirmed"":213","1645.8043579044968","""deaths"":3"
"""countyFips"":""235""","""countyPopulation"":36264","""confirmed"":486","1340.1720714758437","""deaths"":2"
"""countyFips"":""237""","""countyPopulation"":7157","""confirmed"":51","712.5890736342043","""deaths"":0"
"""countyFips"":""239""","""countyPopulation"":26734","""confirmed"":299","1118.425974414603","""deaths"":0"
